league,first,trophySelector,colour,sport,championship,trophy,month,nextStep,prevStep,whereToNext,whereToPrev,yearFirst,year,number,date,note,t1,t1loc,t1coord,t2,t2loc,t2coord,t3,t3loc,t3coord,t4,t4loc,t4coord
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step623,step611,635,520,,1988,618,6/1/1988,,Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",Arizona State University,"Tempe, Arizona","[-111.9400054, 33.4255104]",Wichita State University,"Wichita, Kansas","[-97.3300529999999, 37.6871760999999]","California State University, Fullerton","Fullerton, California","[-117.9242123, 33.8703645]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step623,step611,635,520,,1988,619,10/1/1988,,Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]",Oakland Athletics,"Oakland, California","[-122.2711137, 37.8043637]",Boston Red Sox,"Boston, Massachusetts","[-71.0588801, 42.3600825]",New York Mets,"New York, New York","[-74.0059728, 40.7127753]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step623,step611,635,520,,1988,620,11/1/1988,,Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step623,step611,635,520,,1988,621,12/1/1988,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",North Carolina State,"Raleigh, North Carolina","[-78.6381787, 35.7795897]",University of California,"Berkeley, California","[-122.272747, 37.8715926]",University of Wisconsin,"Madison, Wisconsin","[-89.4012302, 43.0730517]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step623,step611,635,520,,1988,622,12/1/1988,,University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",University of Hawaii,"Honolulu, Hawaii","[-157.8583333, 21.3069444]",University of Illinois,"Champaign County, Illinois","[-88.2461182999999, 40.2138865]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step635,step611,635,520,1989,1989,623,1/1/1989,"AP, FWAA, NFF, USA/CNN, UPI",University of Notre Dame,"Notre Dame, Indiana","[-86.2379328, 41.7001908]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step635,step623,635,520,,1989,624,1/1/1989,,Furman University,"Greenville, South Carolina","[-82.3940104, 34.8526175999999]",Georgia Southern University,"Statesboro, Georgia","[-81.7831674, 32.4487876]",,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,step635,step623,635,520,,1989,625,1/1/1989,,San Francisco 49ers,"San Francisco, California","[-122.4194155, 37.7749295]",Cincinnati Bengals,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",Buffalo Bills,"Buffalo, New York","[-78.8783689, 42.8864467999999]",Chicago Bears,"Chicago, Illinois","[-87.6297982, 41.8781136]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step635,step623,635,520,,1989,626,3/1/1989,,University of Michigan,"Ann Arbor, Michigan","[-83.7430378, 42.2808256]",Seton Hall University,"South Orange, New Jersey","[-74.2609903, 40.7489277]",University of Illinois,"Champaign County, Illinois","[-88.2461182999999, 40.2138865]",Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step635,step623,635,520,,1989,627,4/1/1989,,University of Tennessee,"Knoxville, Tennessee","[-83.9207392, 35.9606384]",Auburn University,"Auburn, Alabama","[-85.4807824999999, 32.6098566]",Louisiana Tech,"Rouston, Pennsylvania","[-92.6680377, 32.5098297]",University of Maryland,"College Park, Maryland","[-76.93776, 38.9896967]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step635,step623,635,520,,1989,628,4/1/1989,,Detroit Pistons,"Detroit, Michigan","[-83.0457538, 42.331427]",Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",Phoenix Suns,"Phoenix, Arizona","[-112.0740373, 33.4483771]",Chicago Bulls,"Chicago, Illinois","[-87.6297982, 41.8781136]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,step635,step623,635,520,,1989,629,5/1/1989,,Calgary Flames,"Calgary, Alberta","[-114.0708459, 51.0486151]",Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]",Chicago Blackhawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Philadelphia Flyers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step635,step623,635,520,,1989,630,6/1/1989,,Wichita State University,"Wichita, Kansas","[-97.3300529999999, 37.6871760999999]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",Florida State University,"Tallahassee, Florida","[-84.2807328999999, 30.4382559]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step635,step623,635,520,,1989,631,10/1/1989,,Oakland Athletics,"Oakland, California","[-122.2711137, 37.8043637]",San Francisco Giants,"San Francisco, California","[-122.4194155, 37.7749295]",Toronto Blue Jays,"Toronto, Ontario","[-79.3831843, 43.653226]",Chicago Cubs,"Chicago, Illinois","[-87.6297982, 41.8781136]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step635,step623,635,520,,1989,632,11/1/1989,,Saskatchewan Roughriders,"Regina, Saskatchewan","[-104.6188943, 50.4452112]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step635,step623,635,520,,1989,633,12/1/1989,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",Colorado College,"Colorado Springs, Colorado","[-104.8213634, 38.8338816]",North Carolina State,"Raleigh, North Carolina","[-78.6381787, 35.7795897]",Santa Clara University,"Santa Clara, California","[-121.9552356, 37.3541079]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step635,step623,635,520,,1989,634,12/1/1989,,Long Beach State,"Long Beach, California","[-118.1937395, 33.7700504]",University of Nebraska,"Lincoln, Nebraska","[-96.7025955, 40.813616]",University of Texas-Arlington,"Arlington, Texas","[-97.1080655999999, 32.735687]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step647,step623,762,635,1990,1990,635,1/1/1990,,Georgia Southern University,"Statesboro, Georgia","[-81.7831674, 32.4487876]",Stephen F. Austin State University,"Nacogdoches, Texas","[-94.6554874, 31.6035129]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step647,step635,762,635,,1990,636,1/1/1990,"AP, FWAA, NFF, USA/CNN, UPI",University of Miami,"Miami, Florida","[-80.1917902, 25.7616798]",,,,,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,step647,step635,762,635,,1990,637,1/1/1990,,San Francisco 49ers,"San Francisco, California","[-122.4194155, 37.7749295]",Denver Broncos,"Denver, Colorado","[-104.990251, 39.7392358]",Cleveland Browns,"Cleveland, Ohio","[-81.6943605, 41.49932]",Los Angeles Rams,"Los Angeles, California","[-118.2436849, 34.0522342]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step647,step635,762,635,,1990,638,3/1/1990,,University of Nevada-Las Vegas,"Las Vegas, Nevada","[-115.1398296, 36.1699412]",Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]",Georgia Tech,"Atlanta, Georgia","[-84.3879824, 33.7489954]",University of Arkansas,"Fayetteville, Arkansas","[-94.1718542, 36.082156]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step647,step635,762,635,,1990,639,4/1/1990,,Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",Auburn University,"Auburn, Alabama","[-85.4807824999999, 32.6098566]",University of Virginia,"Charlottesville, Virginia","[-78.4766781, 38.0293059]",Louisiana Tech,"Rouston, Pennsylvania","[-92.6680377, 32.5098297]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step647,step635,762,635,,1990,640,4/1/1990,,Detroit Pistons,"Detroit, Michigan","[-83.0457538, 42.331427]",Portland Trail Blazers,"Portland, Oregon","[-122.6764815, 45.5230622]",Chicago Bulls,"Chicago, Illinois","[-87.6297982, 41.8781136]",Phoenix Suns,"Phoenix, Arizona","[-112.0740373, 33.4483771]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,step647,step635,762,635,,1990,641,5/1/1990,,Edmonton Oilers,"Edmonton, Alberta","[-113.4909267, 53.544389]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Chicago Blackhawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Washington Capitals,"Washington, DC","[-77.0368707, 38.9071923]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step647,step635,762,635,,1990,642,6/1/1990,,University of Georgia,"Athens, Georgia","[-83.357567, 33.9519347]",Oklahoma State University,"Stillwater, Oklahoma","[-97.0583681, 36.1156071]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step647,step635,762,635,,1990,643,10/1/1990,,Cincinnati Reds,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",Oakland Athletics,"Oakland, California","[-122.2711137, 37.8043637]",Boston Red Sox,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step647,step635,762,635,,1990,644,11/1/1990,,Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step647,step635,762,635,,1990,645,12/1/1990,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of Connecticut,"Mansfield, Connecticut","[-72.2292913, 41.788489]",Colorado College,"Colorado Springs, Colorado","[-104.8213634, 38.8338816]",Santa Clara University,"Santa Clara, California","[-121.9552356, 37.3541079]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step647,step635,762,635,,1990,646,12/1/1990,,University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",University of the Pacific,"Stockton, California","[-121.2907796, 37.9577016]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]",University of Nebraska,"Lincoln, Nebraska","[-96.7025955, 40.813616]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step660,step635,762,635,1991,1991,647,1/1/1991,"FWAA, NFF, USA/CNN, AP, UPI",Georgia Tech,"Atlanta, Georgia","[-84.3879824, 33.7489954]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step660,step647,762,635,,1991,648,1/1/1991,,Georgia Southern University,"Statesboro, Georgia","[-81.7831674, 32.4487876]",University of Nevada,"Reno, Nevada","[-119.8138027, 39.5296329]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step660,step647,762,635,,1991,649,1/1/1991,"FWAA, NFF, USA/CNN, AP, UPI",University of Colorado,"Denver, Colorado","[-104.990251, 39.7392358]",,,,,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,step660,step647,762,635,,1991,650,1/1/1991,,New York Giants,"New York, New York","[-74.0059728, 40.7127753]",Buffalo Bills,"Buffalo, New York","[-78.8783689, 42.8864467999999]",Los Angeles Raiders,"Los Angeles, California","[-118.2436849, 34.0522342]",San Francisco 49ers,"San Francisco, California","[-122.4194155, 37.7749295]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step660,step647,762,635,,1991,651,3/1/1991,,Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]",University of Kansas,"Lawrence, Kansas","[-95.2352501, 38.9716689]",University of Nevada-Las Vegas,"Las Vegas, Nevada","[-115.1398296, 36.1699412]",University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step660,step647,762,635,,1991,652,4/1/1991,,University of Tennessee,"Knoxville, Tennessee","[-83.9207392, 35.9606384]",University of Virginia,"Charlottesville, Virginia","[-78.4766781, 38.0293059]",University of Connecticut,"Mansfield, Connecticut","[-72.2292913, 41.788489]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step660,step647,762,635,,1991,653,4/1/1991,,Chicago Bulls,"Chicago, Illinois","[-87.6297982, 41.8781136]",Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",Detroit Pistons,"Detroit, Michigan","[-83.0457538, 42.331427]",Portland Trail Blazers,"Portland, Oregon","[-122.6764815, 45.5230622]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,step660,step647,762,635,,1991,654,5/1/1991,,Pittsburgh Penguins,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]",Minnesota North Stars,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",Edmonton Oilers,"Edmonton, Alberta","[-113.4909267, 53.544389]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step660,step647,762,635,,1991,655,6/1/1991,,Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]",Wichita State University,"Wichita, Kansas","[-97.3300529999999, 37.6871760999999]",University of Florida,"Gainesville, Florida","[-82.3248261999999, 29.6516344]",Creighton University,"Omaha, Nebraska","[-95.9345034, 41.2565369]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step660,step647,762,635,,1991,656,10/1/1991,,Minnesota Twins,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",Atlanta Braves,"Atlanta, Georgia","[-84.3879824, 33.7489954]",Toronto Blue Jays,"Toronto, Ontario","[-79.3831843, 43.653226]",Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step660,step647,762,635,,1991,657,11/1/1991,,Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step660,step647,762,635,,1991,658,12/1/1991,,University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",Long Beach State,"Long Beach, California","[-118.1937395, 33.7700504]",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]",Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step660,step647,762,635,,1991,659,12/1/1991,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of Wisconsin,"Madison, Wisconsin","[-89.4012302, 43.0730517]",Colorado College,"Colorado Springs, Colorado","[-104.8213634, 38.8338816]",University of Virginia,"Charlottesville, Virginia","[-78.4766781, 38.0293059]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step673,step647,762,635,1992,1992,660,1/1/1992,,Youngstown State University,"Youngstown, Ohio","[-80.6495194, 41.0997803]",Marshall University,"Huntington, West Virginia","[-82.445154, 38.4192496]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step673,step660,762,635,,1992,661,1/1/1992,"FWAA, NFF, USA/CNN, UPI,AP",University of Miami,"Miami, Florida","[-80.1917902, 25.7616798]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step673,step660,762,635,,1992,662,1/1/1992,"FWAA, NFF, USA/CNN, UPI,AP",University of Washington,"Seattle, Washington","[-122.3320708, 47.6062095]",,,,,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,step673,step660,762,635,,1992,663,1/1/1992,,Washington Redskins,"Washington, DC","[-77.0368707, 38.9071923]",Buffalo Bills,"Buffalo, New York","[-78.8783689, 42.8864467999999]",Denver Broncos,"Denver, Colorado","[-104.990251, 39.7392358]",Detroit Lions,"Detroit, Michigan","[-83.0457538, 42.331427]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step673,step660,762,635,,1992,664,3/1/1992,,Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]",,,,University of Indiana,"Bloomington, Indiana","[-86.5263856999999, 39.165325]",University of Cincinnati,"Cincinnati, Ohio","[-84.5120196, 39.1031182]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step673,step660,762,635,,1992,665,4/1/1992,,Chicago Bulls,"Chicago, Illinois","[-87.6297982, 41.8781136]",Portland Trail Blazers,"Portland, Oregon","[-122.6764815, 45.5230622]",Cleveland Cavaliers,"Cleveland, Ohio","[-81.6943605, 41.49932]",Utah Jazz,"Salt Lake City, Utah","[-111.8910474, 40.7607793]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step673,step660,762,635,,1992,666,4/1/1992,,Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",Western Kentucky University,"Bowling Green, Kentucky","[-86.4808043, 36.9685219]",Southwest Missouri State University,"Springfield, Missouri","[-93.2922988999999, 37.2089572]",University of Virginia,"Charlottesville, Virginia","[-78.4766781, 38.0293059]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,May,step673,step660,762,635,,1992,667,5/1/1992,,Pittsburgh Penguins,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]",Chicago Blackhawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Edmonton Oilers,"Edmonton, Alberta","[-113.4909267, 53.544389]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step673,step660,762,635,,1992,668,6/1/1992,,Pepperdine University,"Malibu, California","[-118.7797571, 34.0259216]","California State University, Fullerton","Fullerton, California","[-117.9242123, 33.8703645]",University of Miami,"Miami, Florida","[-80.1917902, 25.7616798]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step673,step660,762,635,,1992,669,10/1/1992,,Toronto Blue Jays,"Toronto, Ontario","[-79.3831843, 43.653226]",Atlanta Braves,"Atlanta, Georgia","[-84.3879824, 33.7489954]",Oakland Athletics,"Oakland, California","[-122.2711137, 37.8043637]",Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step673,step660,762,635,,1992,670,11/1/1992,,Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step673,step660,762,635,,1992,671,12/1/1992,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]",University of Hartford,"Hartford, Connecticut","[-72.6733723, 41.7658043]",Santa Clara University,"Santa Clara, California","[-121.9552356, 37.3541079]"
NCAA D1 - Women,FALSE,trophy-volleyball-w,#386cb0,volleyball-women,NCAA Division I Women's Volleyball Championship,,December,step673,step660,762,635,,1992,672,12/1/1992,,Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",Long Beach State,"Long Beach, California","[-118.1937395, 33.7700504]",University of Florida,"Gainesville, Florida","[-82.3248261999999, 29.6516344]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step685,step660,762,635,1993,1993,673,1/1/1993,"AP, FWAA, NFF, USA/CNN, UPI",University of Alabama,"Tuscaloosa, Alabama","[-87.5691734999999, 33.2098407]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FCS,,January,step685,step673,762,635,,1993,674,1/1/1993,,Marshall University,"Huntington, West Virginia","[-82.445154, 38.4192496]",Youngstown State University,"Youngstown, Ohio","[-80.6495194, 41.0997803]",,,,,,
NFL,FALSE,trophy-NFL,#f0027f,american_football,Superbowl,,January,step685,step673,762,635,,1993,675,1/1/1993,,Dallas Cowboys,"Dallas, Texas","[-96.7969878999999, 32.7766642]",Buffalo Bills,"Buffalo, New York","[-78.8783689, 42.8864467999999]",Miami Dolphins,"Miami, Florida","[-80.1917902, 25.7616798]",San Francisco 49ers,"San Francisco, California","[-122.4194155, 37.7749295]"
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step685,step673,762,635,,1993,676,3/1/1993,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",,,,University of Kansas,"Lawrence, Kansas","[-95.2352501, 38.9716689]",University of Kentucky,"Lexington, Kentucky","[-84.5037164, 38.0405837]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Larry O'Brien Championshop Trophy,April,step685,step673,762,635,,1993,677,4/1/1993,,Chicago Bulls,"Chicago, Illinois","[-87.6297982, 41.8781136]",Phoenix Suns,"Phoenix, Arizona","[-112.0740373, 33.4483771]",New York Knicks,"New York, New York","[-74.0059728, 40.7127753]",Seattle SuperSonics,"Seattle, Washington","[-122.3320708, 47.6062095]"
NCAA D1 - Women,FALSE,trophy-basketball-w,#386cb0,basketball-women,NCAA Division I Women's Basketball Tournament,,April,step685,step673,762,635,,1993,678,4/1/1993,,Texas Tech,"Lubbock, Texas","[-101.8551665, 33.5778631]",Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]",University of Iowa,"Iowa City, Iowa","[-91.5301683, 41.6611277]",Vanderbilt University,"Nashville, Tennessee","[-86.7816016, 36.1626638]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step685,step673,762,635,,1993,679,6/1/1993,,Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]",Wichita State University,"Wichita, Kansas","[-97.3300529999999, 37.6871760999999]",Long Beach State,"Long Beach, California","[-118.1937395, 33.7700504]",Oklahoma State University,"Stillwater, Oklahoma","[-97.0583681, 36.1156071]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,June,step685,step673,762,635,,1993,680,6/1/1993,,Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]",Los Angeles Kings,"Los Angeles, California","[-118.2436849, 34.0522342]",Toronto Maple Leafs,"Toronto, Ontario","[-79.3831843, 43.653226]",New York Islanders,"New York, New York","[-74.0059728, 40.7127753]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step685,step673,762,635,,1993,681,10/1/1993,,Toronto Blue Jays,"Toronto, Ontario","[-79.3831843, 43.653226]",Philadelphia Phillies,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",Atlanta Braves,"Atlanta, Georgia","[-84.3879824, 33.7489954]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step685,step673,762,635,,1993,682,11/1/1993,,Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]"
NCAA D1 - Women,FALSE,trophy-soccer-w,#386cb0,soccer-women,NCAA Division I Women's Soccer Championship,,December,step685,step673,762,635,,1993,683,12/1/1993,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",George Mason University,"Fairfax, Virginia","[-77.3063732999999, 38.8462235999999]",University of Massachusetts,"Amherst, Massachusetts","[-72.5198537, 42.3732216]",Stanford University,"Stanford, California","[-122.1660756, 37.4241059999999]"
